页序,词条,繁体异体,拼音,字级,笔画数,释义
578/R-10,熠,,yì,二级,15,光耀，鲜明（叠）：光彩～～。
578/R-11,殪,,yì,二级,16,❶死。//❷杀死。
578/R-12,懿,,yì,二级,22,美，好（多指德、行）：～行|～德。
578/R-13,劓,,yì,二级,16,古代割掉鼻子的酷刑。
579/L-01,燚,,yì,三级,16,人名用字。
579/L-02,因,（*囙）,yīn,一级,6,❶原因，缘故，事物发生前已具备的条件：事出有～|内～|外～。//❷介词，因为，由于：会议～故改期|～病缺席。//❸连词，连接分句，表示因果关系：～雾气太重，高速路暂时关闭。//［因为］连词，表示因果关系：～今天下雨，我没有出门。//❹沿袭（〖连〗–袭）：陈陈相～。//［因循］1.沿袭，不改变：～守旧|～成规。2.拖沓（tà）：～误事。//❺介词，凭借，根据：～势利导|～陋就简|～地制宜。
579/L-03,茵,,yīn,一级,9,古代车子上的席、垫。引铺（pū）的东西：～褥|绿草如～。
579/L-04,洇,,yīn,二级,9,液体接触纸张等向周围渗透散开：这种纸写起来有些～。
579/L-05,姻,（*婣）,yīn,一级,9,❶婚姻：联～|～缘。//❷姻亲，由婚姻关系而结成的亲戚。古代专指婿家。
579/L-06,骃,（駰）,yīn,三级,9,浅黑带白色的杂毛马。
579/L-07,𬘡,（絪）,yīn,三级,9,［（–yūn）同“氤氲”。
579/R-01,氤,,yīn,二级,10,［氤氲］（–yūn）烟云弥漫的样子。也作“絪緼”。
579/R-02,铟,（銦）,yīn,二级,11,金属元素，符号In，原子序数49。银白色，质软。可用来制低熔点合金等。
579/R-03,阴,（陰、*隂）,yīn,一级,6,❶黑暗。//❷云彩遮住太阳或月亮、星星，跟“晴”相对：天～了。//❸跟“阳”相对。1.阴性，女性的。2.太阴，月亮：～历。3.带负电的：～电|～极。4.水的南面，山的北面（多用于地名）：江～（地名，在江苏省长江之南）|蒙～（地名，在山东省蒙山之北）。5.暗藏的，不露出来的：～沟|～私。6.凹下的：～文。7.关于人死后的或鬼魂的（迷信）：～宅|～间。//❹（–儿）光线被东西遮住的地方：背～。//❺背面：碑～。//❻诡诈，不光明：～谋诡计|这家伙够～的。//［阴险］表面和善而内心险恶。//❼生殖器。
579/R-04,荫,（蔭）,yīn,一级,9,❶树荫，树木枝叶在日光下形成的阴影：林～道|绿树成～（形容树木枝叶茂盛）。引遮盖。//［荫蔽］（枝叶）遮蔽，隐蔽：小屋～在林中。//［荫翳］（–yì）枝叶繁茂，遮蔽：桃李～|杨柳～的河边。//❷姓。//另见yìn。
580/L-01,音,,yīn,一级,9,❶声（〖连〗声–）：口～|扩～器。//❷消息：佳～|～信。//❸指音节：多～词。
580/L-02,喑,（*瘖）,yīn,二级,12,❶哑，不能说话：～哑。//❷沉默不语，又指动物不鸣叫：～默|万马齐～。
580/L-03,愔,,yīn,二级,12,❶思，想。//❷勤勉。
580/L-04,殷,（②*慇）,yīn,一级,10,❶深厚，丰盛：情意甚～|～切。//［殷实］富足，富裕：家道～。//❷［殷勤］周到，尽心：做事～|～招待。//❸殷代，商代的后期，由盘庚起称殷（公元前1300–公元前1046年）。//❹姓。//另见yān。
580/L-05,溵,,yīn,三级,13,［溵溜］（–liù）地名，在天津市蓟州。
580/L-06,𬤇,（諲）,yīn,三级,11,恭敬。
580/L-07,堙,（*陻）,yīn,二级,12,❶堵塞（sè）。//❷土山。
580/L-08,𬮱,（闉）,yīn,三级,12,❶瓮城，也指瓮城的门。//❷堵塞（sè）。
580/L-09,湮,,yīn,二级,12,同“洇”。//另见yān。
580/R-01,歅,,yīn,三级,13,用于人名。九方歅，春秋时人，善相马。
580/R-02,禋,,yīn,三级,13,❶古祭祀名，指祭天。//❷泛指祭祀。
580/R-03,吟,（*唫）,yín,一级,7,❶唱，声调抑扬地念：～诗。//❷古代诗歌的一种：梁甫～。//❸呻吟，叹息。
580/R-04,垠,,yín,二级,9,边，岸，界限：一望无～的麦田。
580/R-05,珢,,yín,三级,10,像玉的石头。
580/R-06,硍,,yín,三级,11,用于地名：六～（在广西壮族自治区浦北）。
580/R-07,银,（銀）,yín,一级,11,❶金属元素，符号Ag，原子序数47。白色有光泽，质软，是热和电的良导体。可用来制货币、器皿、感光材料等。//❷（–子）旧时一种用银铸成块的货币：～两。后泛指货币：～行|收～台。//❸像银子的颜色：～发|～燕（指银白色的飞机，也泛指飞机）|～河（天河）。
580/R-08,龈,（齦）,yín,二级,14,牙龈，牙床，牙根上的肉。//另见kěn。
580/R-09,狺,,yín,二级,10,［狺狺］拟声词，形容狗叫的声音。
581/L-01,訚,（誾）,yín,二级,10,（叠）和颜悦色地进行辩论。
581/L-02,崟,（**崯）,yín,三级,11,见“嵚”字条“嵚崟”（qīn–）。
581/L-03,淫,（②*婬、*）,yín,一级,11,❶过多，过甚：～威|～雨。//❷在男女关系上不正当的：～乱|～荡。//❸放纵：骄奢～逸。//❹迷惑，使昏乱：富贵不能～。
581/L-04,霪,,yín,二级,19,［霪雨］连绵不断下得过量的雨。现作“淫雨”。
581/L-05,寅,,yín,一级,11,❶地支的第三位。//❷寅时，十二时辰之一，指夜里三点到五点。
581/L-06,夤,,yín,二级,14,❶深：～夜。//❷恭敬。//［夤缘］攀缘上升。〖喻〗拉拢关系，向上巴结。
581/L-07,龂,（齗）,yín,三级,12,❶古同“龈”。//❷（叠）争辩的样子。
581/L-08,鄞,,yín,二级,13,鄞州，地名，在浙江省。
581/L-09,蟫,,yín,三级,18,古书上指衣鱼，一种咬衣服、书籍的小虫。又叫蠹鱼。
581/L-10,嚚,,yín,三级,18,❶愚蠢而顽固。//❷奸诈。
581/R-01,尹,,yǐn,二级,4,❶旧时官名：令～|府～|道～。//❷姓。
581/R-02,引,,yǐn,一级,4,❶领，招来（〖连〗–导）：～路|～火|抛砖～玉。引古时文体名，跟“序”差不多。//［引子］（–zi）1.乐曲、戏剧开始的一段。2.中医称主药以外的副药：这剂药用姜做～。//❷拉，伸：～弓|～颈（伸长脖子）。//［引申］字、词由原义产生他义。//❸用来做证据、凭借或理由：～书|～证|～以为荣。//❹诱发，惹：一句俏皮话，～得大家哄堂大笑。//❺退却：～退|～避。//❻市制长度单位，1引是10丈。//❼古代柩车的绳索：发～（出殡）。
581/R-03,吲,,yǐn,二级,7,［吲哚］（–duǒ）有机化合物，无色或淡黄色的片状晶体。可用来制香料和化学试剂等。
581/R-04,蚓,,yǐn,一级,10,指蚯蚓。参看“蚯”字条“蚯蚓”。
581/R-05,饮,（飲、*㱃）,yǐn,一级,7,❶喝：～水思源。特指喝酒：畅～。//❷可喝的东西：冷～。//❸含忍：～恨。//另见yìn。
581/R-06,隐,（隱）,yǐn,一级,11,❶藏匿，不显露（〖连〗–藏）：～蔽|～痛|～患。//❷指隐秘的事：难言之～。
582/L-01,瘾,（癮）,yǐn,一级,16,特别深的嗜好（shìhào）：烟～|看书看上～啦。
582/L-02,𦈠,（䌥）,yǐn,,17,〈方〉绗（háng）：～棉袄|在褥子中间～一行。
582/L-03,印,,yìn,一级,5,❶图章，戳记：盖～|钢～|～信|～把（bà）子（也借指政权）。//❷（–子、–儿）痕迹：脚～儿|烙～。//❸留下痕迹，特指把文字或图等留在纸上或器物上：～书|翻～|排～。//［印刷］把文字图等制成版，加油墨印在纸上，可以连续印出很多的复制品。印刷术是我国古代四大发明之一。//❹合，符合：～证（互相证明）|心心相～。
582/L-04,茚,,yìn,二级,8,有机化合物，无色液体，容易产生聚合反应。是制造合成树脂的原料。
582/L-05,䲟,（鮣）,yìn,三级,13,鱼名，身体细长，圆柱形，前半身扁平，背上有吸盘，可以吸在大鱼或船底上，生活在海洋里。
582/L-06,饮,（飲、*㱃）,yìn,一级,7,给牲畜水喝：～马|～牛。//另见yǐn。
582/L-07,荫,（蔭、②③*廕）,yìn,一级,9,❶不见日光，又凉又潮：～凉|地下室很～。//❷封建时代帝王给功臣的子孙读书或做官的特权：封妻～子。//❸保佑，庇护：～庇|福～。//另见yīn。
582/R-01,胤,,yìn,二级,9,后代。
582/R-02,窨,,yìn,二级,14,地窨子，地下室。//另见xūn。
582/R-03,慭,（憖）,yìn,三级,15,〈古〉//❶宁愿。//❷损伤。//［慭慭］谨慎的样子。
582/R-04,应,（應）,yīng,一级,7,❶该，当（〖连〗–当、–该）：～有尽有。//❷答应，应承（〖连〗–许、–允）：我喊他喊不～|～他十天之内完工。//❸姓。//另见yìng。
582/R-05,英,,yīng,一级,8,❶花：落～。//❷才能出众：～俊。又指才能出众的人：群～会。//［英明］有远见卓识。//［英雄］1.为人民利益英勇斗争而有功绩的人。2.英武过人的人。//❸指英国。
582/R-06,媖,,yīng,三级,11,妇女的美称。
582/R-07,瑛,,yīng,二级,12,❶似玉的美石。//❷玉的光彩。
582/R-08,锳,（鍈）,yīng,三级,13,形容铃声。
583/L-01,莺,（鶯、*鸎）,yīng,一级,10,鸟名，身体小，褐色，嘴短而尖，叫的声音清脆。吃昆虫，是益鸟。//［黄莺］鸟名，即黄鹂（lí）。
583/L-02,䓨,（罃）,yīng,三级,11,古书上指一种长颈的瓶子。
583/L-03,罂,（罌、*甖）,yīng,二级,14,大腹小口的瓶子。//［罂粟］草本植物，花有红、紫、白等颜色，果实球形，未成熟时有白浆，是制鸦片的原料，也可入药。
583/L-04,婴,（嬰）,yīng,一级,11,❶婴儿，才生下来的小孩儿：男～|女～。//❷触，缠绕：～疾（得病）。
583/L-05,撄,（攖）,yīng,二级,14,❶接触，触犯：～其锋|～怒。//❷扰乱，纠缠。
583/L-06,𮐨,（蘡）,yīng,,14,［𮐨（蘡）–yù）落叶藤本植物，枝条细长有棱角，叶子阔卵形，圆锥花序。茎、叶可入药。
583/L-07,嘤,（嚶）,yīng,二级,14,拟声词，形容鸟叫的声音（叠）。
583/L-08,缨,（纓）,yīng,二级,14,❶（–子、–儿）用线、绳等做的穗状装饰品：帽～子|红～枪。//❷（–子、–儿）像缨的东西：萝卜～子|芥菜～儿。//❸带子，绳子：长～。
583/R-01,璎,（瓔）,yīng,二级,15,似玉的美石。//［璎珞］（–luò）古代一种用珠玉穿成的戴在颈项上的装饰品。
583/R-02,樱,（櫻）,yīng,一级,15,❶樱花，落叶乔木，花淡红色或白色。//❷樱桃，落叶乔木，花淡红色或白色，果实也叫樱桃，成熟时多为红色或紫红色，可以吃。
583/R-03,鹦,（鸚）,yīng,一级,16,［鹦鹉］（–wǔ）鸟名，又叫鹦哥，羽毛美丽，嘴弯曲，能模仿人说话的声音，生活在热带、亚热带。
583/R-04,膺,,yīng,二级,17,❶胸：义愤填～。//❷承受，当：～选|荣～英雄称号。//❸伐，打击：～惩。
583/R-05,鹰,（鷹）,yīng,一级,18,鸟名，嘴弯曲而锐利，四趾有钩爪，性凶猛，食肉。种类很多。
583/R-06,迎,,yíng,一级,7,❶迎接，接：欢～。//［迎合］为了讨好，使自己的言行符合别人的心意。//❷向着：～面|～头赶上。
583/R-07,茔,（塋）,yíng,二级,8,坟墓，坟地：～地。
583/R-08,荥,（滎）,yíng,二级,9,［荥经］地名，在四川省。//另见xíng。
584/L-01,荧,（熒）,yíng,一级,9,❶微弱的光亮。//［荧光］物理学上称某些物质受光或其他射线照射时所发出的可见光：～屏|～灯。//❷眼光迷乱。//［荧惑］迷惑。
584/L-02,莹,（瑩）,yíng,一级,10,❶光洁像玉的石头。//❷光洁，透明：晶～。
584/L-03,萤,（螢）,yíng,一级,11,萤火虫，昆虫，身体黄褐色，尾部有发光器，能发绿色的光。
584/L-04,营,（營）,yíng,一级,11,❶军队驻扎的地方：军～|安～扎寨|露（lù）～。引为某种目的设置的集中居住的场所（多为临时性的）：夏令～|集中～|难民～。//❷军队的编制单位，是连的上一级。//❸筹划管理（〖连〗经–）：～业|～造防风林。//❹谋求：～生|～救。
584/L-05,萦,（縈）,yíng,二级,11,缠绕：～怀（挂心）|琐事～身。
584/L-06,溁,（濚）,yíng,三级,12,［溁湾］地名，在湖南省长沙。
584/L-07,蓥,（鎣）,yíng,二级,13,［华蓥］山名，在四川省东南和重庆市交界处。
584/R-01,滢,（瀅）,yíng,二级,13,清澈。
584/R-02,潆,（瀠）,yíng,三级,14,［潆洄］水流回旋。
584/R-03,盈,,yíng,一级,9,❶充满：恶贯满～|热泪～眶。//❷多余（〖连〗–余）：～利。
584/R-04,楹,,yíng,二级,13,堂屋前部的柱子：～联。
584/R-05,蝇,（蠅）,yíng,一级,14,（–子）苍蝇，昆虫，种类很多，通常指家蝇，幼虫叫蛆。能传染痢疾等疾病：蚊～|～头微利。
584/R-06,嬴,,yíng,二级,16,姓。
584/R-07,瀛,,yíng,二级,19,大海：～寰（五洲四海）|东～（指日本）。
584/R-08,籝,,yíng,,22,❶箱笼之类的器具。//❷筷笼子。
584/R-09,赢,（贏）,yíng,一级,17,❶获利，赚钱。//❷胜，跟“输”相对：那个篮球队～了|～了三个球。引因成功而获得：～得全场欢呼喝（hè）彩。
584/R-10,郢,,yǐng,二级,9,郢都，楚国的都城，在今湖北省荆州。
584/R-11,颍,（潁）,yǐng,二级,12,颍河，发源于河南省登封，东南流至安徽省注入淮河。
584/R-12,颖,（穎、*頴）,yǐng,一级,13,❶禾的末端，指某些禾本科植物小穗基部的苞片。//❷东西末端的尖锐部分：短～羊毫笔|脱～而出。〖喻〗才能出众：聪～|～悟。//［新颖］新奇，与一般的不同：花样～。
585/L-01,影,,yǐng,一级,15,❶（–子、–儿）物体挡住光线时所形成的四周有光中间无光的形象。〖喻〗不真切的形象或印象：这件事在我脑子里没有一点儿～子了。//［影响］一件事物对其他事物发生作用，也指所发生的作用。//❷描摹：～宋本。//❸形象，图像：摄～|造～|留～|剪～。//［影印］用照相方法制版印刷。//❹指电影：～视|～评。
585/L-02,瘿,（癭）,yǐng,二级,16,❶中医指生在脖子上的一种囊状的瘤子，多指甲状腺肿。//❷虫瘿的简称，植物组织由于受害虫侵害发生变化而形成的瘤状物。
585/L-03,应,（應）,yìng,一级,7,❶回答或随声相和：～声虫|山鸣谷～|呼～。//［反应］1.又叫化学反应，指物质发生化学变化，产生性质和成分与原来不同的新物质。2.人及动植物有机体受到刺激而发生的活动和变化：病人对外界毫无～。3.回响，反响：观众对影片～强烈。//❷应付，对待：～战|随机～变|～接不暇。//［供应］供给。//❸适合，配合（〖连〗适–）：～时|得心～手。//❹接受，答应：～承|～征|～邀|有求必～。//另见yīng。
585/R-01,映,（①*暎）,yìng,一级,9,❶照射而显出：影子倒～在水里|夕阳把湖水～得通红。//［反映］反照。引1.把客观事物的实质表现出来：文艺作品要～现实生活。2.向上级转达：及时～群众的意见。//❷放映电影或播放电视节目：上～|播～|首～式。
585/R-02,硬,,yìng,一级,12,❶物体组织紧密，性质坚固，跟“软”相对：～煤|～木。//［硬件］1.构成计算机的各个元件、部件和固定装置。是计算机系统的组成部分。2.借指生产、科研、经营等过程中的机器设备、物质材料等。//❷刚强有力，也指刚强不屈服的人或势力（〖连〗强–）：～汉子|态度很～|欺软怕～。//❸副词，强横地，固执地（多指不顾实际地）：～抢|～不承认|别干（gàn）不了～干（gàn）。//❹能力强，质量好：～手|货色～。//❺副词，勉强：这苦日子，他～熬过来了。//❻不能改变或通融的：～指标|～任务。
586/L-01,媵,,yìng,二级,13,〈古〉//❶陪送出嫁。//❷随嫁的人。//❸妾。
586/L-02,哟,（喲）,yō,一级,9,叹词，表示惊讶或疑问：～，这是怎么了？另见yo。
586/L-03,唷,,yō,二级,11,［哼唷］叹词，集体从事重体力劳动时，为协调动作而发出的有节奏的呼喊声。
